titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
Le Comédien,"La vie de Lucien Guitry, prestigieux acteur de théâtre et père de Sacha. Le film tout entier est un reportage. Reportage sur la vie de Lucien Guitry, joué par son fils. Reportage sur le théâtre de Guitry. Reportage sur le comédien Sacha qui joue son rôle et celui de son père, parfois dans la même scène. Sacha Guity nacquit avec un nom, il lui fallut se faire un prénom...",95,26-02-1948,6.9,5,1.8129,"['Sacha Guitry', 'Lana Marconi', 'Pauline Carton', 'Simone Paris', 'Marguerite Pierry', 'Ludmilla Pitoëff', 'Jacques Baumer', 'Robert Seller', 'Maurice Teynac', 'Léon Bélières', 'Yvonne Hébert', 'Jeanne Véniat', 'Madeleine Suffel', 'Sandra Milovanoff', 'Georges Grey', 'Jean Périer', 'José Noguéro', ""Didier d'Yd"", 'Léon Walther', 'Jacques Courtin', 'Georges Bever', 'Henri Charrett', 'Louis Vonelly', 'Albert Broquin', 'Robert Thérane', 'André Brunot', 'Georges Saint-Paul', 'André Veyret']",['Sacha Guitry'],Inconnu,"['Comédie', 'Drame']",80056,"[35, 18]",https://image.tmdb.org/t/p/w500/xLb5QwR3smRzEaEx3vI88F24zbN.jpg,Comédie,Drame,-
L'âge de Monsieur est avancé,Film de la piece de theatre que Pierre Etaix a fait jouer pendant deux ans et qui est un hommage permanent au maitre Sacha Guitry.,90,30-12-1987,5.7,3,1.8116,"['Pierre Étaix', 'Jean Carmet', 'Nicole Calfan']",['Pierre Étaix'],"Vampa Productions, La Fémis, CNC, FR3, La Sept Cinéma",['Comédie'],269687,[35],https://image.tmdb.org/t/p/w500/7e4IRDHPcZmSvjUaOKo0XDHkTTk.jpg,Comédie,-,-
Avec amour et acharnement,"C’est Paris et c’est déjà l’hiver. Sarah et Jean s’aiment, ils vivent ensemble depuis plusieurs années. C’est un amour qui les rend heureux et plus forts. Ils ont confiance l’un en l’autre. Le désir ne s’est jamais affadi.  Un matin, Sarah croise par hasard François son ancien amant, ce François qui lui a présenté Jean, ce François qu’elle a quitté pour Jean sans hésiter.",116,08-07-2022,5.4,100,1.8112,"['Juliette Binoche', 'Vincent Lindon', 'Grégoire Colin', 'Bulle Ogier', 'Issa Perica', 'Alice Houri', 'Mati Diop', 'Bruno Podalydès', 'Lola Créton', 'Richard Courcet', 'Hind Darwich', 'Lilian Thuram', 'Pierre Hiessler', 'Melvin Nkosi', 'Hana Magimel', 'Arturo Giusi']",['Claire Denis'],Curiosa Films,"['Drame', 'Romance']",768757,"[18, 10749]",https://image.tmdb.org/t/p/w500/1Lek24wzCrFDtOLpNhVQkELFOt6.jpg,Drame,Romance,-
Le Ciel de Paris,"Marc et Suzanne ont quitte ensemble le sud de la France et habitent en amis le meme appartement a Paris. Un jour, a la piscine, Suzanne s'evanouit dans l'eau et va se noyer quand Marc et un inconnu la sauvent. Le trio, devenu inseparable, continue de jouer le jeu d'une amitie sans nuage, qui n'est qu'une illusion.",90,15-01-1992,5.2,12,1.809,"['Sandrine Bonnaire', 'Marc Fourastier', 'Paul Blain', 'Tanya Lopert', 'Évelyne Bouix', 'Armand Delcampe', 'Niels Dubost', 'Françoise Patou', 'Marie-Laure Wicker', 'Pierre Amzallag', 'Xavier Beauvois', 'Pascal Bonitzer']",['Michel Béna'],Sara Films,['Drame'],63690,[18],https://image.tmdb.org/t/p/w500/pfpZvFNrIFGqUudT1GKi5oVBc8O.jpg,Drame,-,-
Bonaparte et la révolution,"Cette nouvelle version, remaniée et complétée du «Napoléon» de 1926 est toute une épopée: son auteur, Abel Gance, 82 ans, nous explique au début du film les efforts qu'il a dû déployer pour ressusciter une telle oeuvre ainsi que les raisons qui l'ont conduit a une telle entreprise. Le film débute par la «Marseillaise» chantée en choeur aux Cordeliers par Rouget de l'Isle et Danton. On assiste ensuite à la fuite de Bonaparte, condamné à mort en Corse par ses compatriotes. Dans un frêle esquif ayant pour voile un drapeau tricolore, il lutte contre la mer déchaînée, tandis qu'une tempête effroyable secoue la Convention. Après la chute des Girondins s'installe le règne de la terreur. Après le siège de Toulon où il s'est brillamment illustré dans sa résistance à l'armée anglaise, Bonaparte est partagé entre les offres de Barras qui cherche un chef et les amours de Joséphine qu'il épouse en catastrophe avant de prendre le commandement de l'armée d'Italie qui le consacrera à tout jamais.",275,24-11-1972,0.0,0,1.807,"['Albert Dieudonné', 'Annabella', 'Antonin Artaud', 'Pierre Batcheff', 'Eugénie Buffet', 'Abel Gance', 'Philippe Hériat', 'Nicolas Koline', 'Alexandre Koubitzky', 'Gina Manès', 'Jean Topart', 'Edmond van Daële', 'Nicolas Roudenko']",['Abel Gance'],"Les Films 13, ORTF","['Documentaire', 'Histoire']",564358,"[99, 36]",https://image.tmdb.org/t/p/w500/aHfvLNDUJFxx1c6tvfHGOGaAJhn.jpg,Documentaire,Histoire,-
Le Clan des irréductibles,"Une famille de bûcherons de l'Oregon, sous l'impulsion de son chef Henry Stamper (Henry Fonda), entre en conflit avec la population locale en refusant de s'associer à la grève générale de la profession. La tension est à son comble lorsque revient à la maison le fils cadet de la famille, qui fait remonter à la surface de pénibles souvenirs familiaux.",114,17-12-1971,6.95,101,1.804,"['Paul Newman', 'Henry Fonda', 'Lee Remick', 'Michael Sarrazin', 'Richard Jaeckel', 'Linda Lawson', 'Cliff Potts', 'Sam Gilman', 'Lee de Broux', 'Jim Burk', 'Roy Jenson', 'Joe Maross', 'Roy Poole', 'Charles Tyner', 'Bennie E. Dobbins', 'Alan Gibbs', 'Mickey Gilbert', 'Dick Hudkins', 'Terry Leonard', 'Fred Lerner', 'Gary McLarty', 'Hal Needham', 'J.N. Roberts', 'Dean Smith', 'Fred Waugh', 'Fred Zendar', 'Charles Horvath', 'Melissa Newman']",['Paul Newman'],"Universal Pictures, Newman-Foreman Company","['Action', 'Aventure', 'Drame']",40083,"[28, 12, 18]",https://image.tmdb.org/t/p/w500/bvJcFcP1l9BxjtEHDIQ2w0pEjk6.jpg,Action,Aventure,Drame
La Cousine Angélique,"Luis retourne en Castille, dans le village de son enfance, pour executer les dernieres volontes de sa mere defunte. Le passe resurgit, les souvenirs ont un gout amer.",107,28-04-1974,6.333,36,1.8035,"['José Luis López Vázquez', 'Lina Canalejas', 'Fernando Delgado', 'María Clara Fernández de Loaysa', 'María de la Riva', 'Pedro Sempson', 'Antonio Canal', 'Marisa Porcel', 'Pedrín Fernández', 'Trinidad Rugero', 'José Villasante', 'Lola Cardona', 'Josefina Díaz', 'Encarna Paso', 'José Luis Heredia', 'Luis Peña', 'Julieta Serrano']",['Carlos Saura'],Elías Querejeta PC,['Drame'],54236,[18],https://image.tmdb.org/t/p/w500/dZeSWGbaNI169DYTRz2EUHGhYsY.jpg,Drame,-,-
"Bienvenue, Mister Chance","Un jardinier quinquagénaire prénommé Chance, homme naïf et simple, coule une vie sans heurts à prendre soin du jardin d'une calme propriété de Washington. Il vit quasiment retiré du monde, ne sort jamais, n'est jamais monté dans une automobile et sa seule distraction est la télévision, qu'il contemple avec assiduité et fascination. Obligé de quitter cette maison et cette activité à la suite du décès de son employeur, Chance est heurté, dans la rue, par un véhicule dont la propriétaire, Eve Rand, l'accueille à son domicile pour lui faire prodiguer des soins. Chance se lie avec Benjamin Rand, le mari, qui, peu après, reçoit la visite du président des États-Unis. Chance prend part à l'entretien et ce avec un tel naturel que ses phrases, distillées comme des proverbes de sagesse mais, en réalité, orientées jardinage, vont être prises pour de véritables oracles. Il va ainsi devenir la coqueluche du pouvoir et des médias.",130,19-12-1979,7.589,1075,1.8025,"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden', 'Richard Dysart', 'Richard Basehart', 'Ruth Attaway', 'David Clennon', 'Fran Brill', 'Denise DuBarry', 'Alice Hirson', 'Jerome Hellman', 'John Harkins', 'James Noble', 'Mitch Kreindel', 'Oteil Burbridge', 'Richard Venture', 'Sam Weisman', 'Ilya Baskin', 'Hal Ashby', 'Kenneth Patterson', 'Stanley Grover']",['Hal Ashby'],"Northstar Media, Lorimar Motion Pictures","['Comédie', 'Drame']",10322,"[35, 18]",https://image.tmdb.org/t/p/w500/cN2RppmWwiEwv69NTMZFk2YJLcN.jpg,Comédie,Drame,-
Le Cercle infernal,"Julia (Mia Farrow), Magnus (Keir Dullea) et leur fille prennent tranquillement le petit déjeuner chez eux. Mais tout à coup, l'enfant s'étouffe avec un morceau de pomme. Julia tente bien de la sauver mais ses tentatives restent infructueuses et la petite fille meurt. Julia est traumatisée par cette mort et sera hospitalisée une longue période. À sa sortie, son mari vient la chercher mais elle s'enfuit, refusant de retourner au domicile conjugal. Persuadé que leur couple n'a plus de raison d'être sans leur enfant, la jeune femme décide de s'installer seule dans une maison afin de se rétablir doucement du choc, avec l'aide de son meilleur ami Mark (Tom Conti). Mais peu à peu, Julia sent une étrange présence dans sa nouvelle maison, une présence qu'elle ne craint pas et qui lui fait penser à sa fille. Pourtant, il pourrait s'agir d'une histoire plus terrible encore et Julia commence alors des recherches pour faire la lumière sur cette maison et cette étrange présence qu'elle y ressent.",98,09-02-1978,6.185,73,1.8021,"['Mia Farrow', 'Keir Dullea', 'Tom Conti', 'Jill Bennett', 'Robin Gammell', 'Cathleen Nesbitt', 'Anna Wing', 'Edward Hardwicke', 'Pauline Jameson', 'Peter Sallis', 'Arthur Howard', 'Damaris Hayman', 'Susan Porrett', 'Sophie Ward', 'Mary Morris', 'Samantha Gates', 'Nigel Havers', 'Denis Lill', 'Ann Mitchell', 'Julian Fellowes', 'Michael Bilton']",['Richard Loncraine'],"Canadian Film Development Corporation, Classic Productions, Famous Players, Fetter Productions","['Drame', 'Horreur', 'Mystère']",102283,"[18, 27, 9648]",https://image.tmdb.org/t/p/w500/Aw2bhgzEmp2R8o35EQdjqzsFgYg.jpg,Drame,Horreur,Mystère
"Dieu, ma Mère et Moi","Gonzalo Tamayo, madrilène d'une trentaine d'années, poursuit toujours ses études de philosophie, sans grande conviction. Au tournant de sa vie d'adulte, Gonzalo pense qu'un obstacle entrave son aspiration à réinventer sa vie : on ne lui a jamais demandé son consentement pour être baptisé ! Il décide donc d'apostasier et entreprend des démarches pour être radié des livres de l’Eglise. Il voit dans cette rupture radicale la fin de ses tourments et de son attachement à sa mère. Il entre alors dans une course folle, de prélat en cardinal, entraînant dans son sillage un doux chaos. A travers cette quête irraisonnée aux yeux de tous, il revisite son passé et est envahi par de drôles de visions. Va-t-il accéder à sa liberté ?",80,02-10-2015,5.355,38,1.8005,"['Andrés Gertrúdix', 'Vicky Peña', 'Bárbara Lennie', 'Marta Larralde', 'Álvaro Ogalla', 'Kaiet Rodríguez', 'Juan Calot', 'Joaquín Climent', 'Jaime Chávarri', 'Álvaro Roig', 'Tino Martínez', 'Mercedes Hoyos', 'David Moreno', 'Sara Orton', 'Rafael Rodríguez Hidalgo', 'Pepa Gracia', 'Miguel Marinas', 'Leo Rodríguez', 'Alejandro Crasny', 'Israel Fernández', 'Ignacio del Ojo', 'Antonio Santamarina', 'Ramón Pamplona', 'Juan de Pablos', 'Gregorio Bravo Jr.', 'Pepe Álvarez', 'Manuel Pérez Estremera', 'José Díaz de Espada Galán', 'Guillermo Rodríguez García', 'Noelia González', 'Dora Romero', 'Domingo Morales', 'Saloa Heredia', 'Mario Heredia', 'Mercedes Heredia', 'Ramón Rubio', 'Arauco Hernández Holz', 'Greta Barreiros', 'Concepción Romero Caballero', 'Teresa Arroyo', 'Fernando Franco', 'Carolina Touceda', 'Andrea Jaurrieta', 'María Jesús Trelles Fernández', 'Antonio Cordobés', 'Gonzalo Delgado', 'Ana Muñiz']",['Federico Veiroj'],"Banco Republica, Cinekdoque, FI - Fondos de Incentivo Cultural, Ferdydurke, Fona Uruguay, La Vie Est Belle Films Associés, Local Films, Montevideo Socio Audiovisual, Commission du Film Île-de-France","['Comédie', 'Drame']",351097,"[35, 18]",https://image.tmdb.org/t/p/w500/4QgOVCJ7DNGEmUstmdn84TPSOgz.jpg,Comédie,Drame,-
Chez nous,"Pauline, infirmière à domicile, entre Lens et Lille, s’occupe seule de ses deux enfants et de son père ancien métallurgiste. Dévouée et généreuse, tous ses patients l'aiment et comptent sur elle.  Profitant de sa popularité, les dirigeants d’un parti extrémiste vont lui proposer d’être leur candidate aux prochaines municipales.",117,25-01-2017,5.8,132,1.7986,"['Émilie Dequenne', 'André Dussollier', 'Guillaume Gouix', 'Catherine Jacob', 'Anne Marivin', 'Patrick Descamps', 'Michel Ferracci', 'Jean-Louis Sbille', 'Charlotte Talpaert', 'Cyril Descours', 'Stéphane Caillard', 'Gérard Dubouche', 'Bernard Mazzinghi', 'Michel Masiero', 'Corentin Lobet', 'Christophe Moyer']",['Lucas Belvaux'],"Synecdoche, Artémis Productions, VOO & Be tv, Shelter Prod",['Drame'],430172,[18],https://image.tmdb.org/t/p/w500/9eAD9ESJWT1Cx9oZghjiS0I9F1l.jpg,Drame,-,-
Bullhead,"Jacky Vanmarsenille est éleveur. C'est un être renfermé, imprévisible et parfois violent... Aux côtés d'un vétérinaire sans scrupule, il s'est forgé une belle place dans le milieu du trafic d'hormones. Mais l'assassinat d'un policier fédéral, et sa rencontre avec un ancien ami d'enfance qui partage avec lui un tragique secret, bouleverse le marché que Jacky doit conclure avec le plus puissant des trafiquants de Flandre...",128,02-02-2011,7.073,369,1.7982,"['Matthias Schoenaerts', 'Jeroen Perceval', 'Jeanne Dandoy', 'Barbara Sarafian', 'Tibo Vandenborre', 'Frank Lammers', 'Sam Louwyck', 'Erico Salamone', ""Philip Grand'Henri"", 'Kris Cuppens', 'Kristof Renson', 'Bill Barberis', 'David Murgia', 'Stefaan Degand', 'Hein van der Heijden', 'Mike Reus', 'Juda Goslinga', 'Gaël Maleux', 'Renaud Rutten', 'Circé Lethem', 'Uwamungu Cornelis', 'Baloji Tshiani']",['Michaël R. Roskam'],"Waterland Film, Artémis Productions, Savage Film","['Crime', 'Drame']",63310,"[80, 18]",https://image.tmdb.org/t/p/w500/uLkiFSsa19kr1dMsA9fo78Ri7MV.jpg,Crime,Drame,-
The Ballad of the Sad Cafe,Non disponible,101,28-03-1991,5.5,12,1.798,"['Vanessa Redgrave', 'Keith Carradine', 'Cork Hubbert', 'Rod Steiger', 'Austin Pendleton', 'Beth Dixon', 'Lanny Flaherty', 'Mert Hatfield', 'Earl Hindman', 'Anne Pitoniak', 'Frederick Johnson', 'Lauri Raymond', 'Joe Stevens', 'Keith Wommack', 'Kevin Wommack', 'Laura Burns', 'Megan Bowman', 'Fred Brumfield', 'Mary Brumfield', 'Pam Christian', 'Jack Colby', 'Ted J. Crum', 'Candi Duke', 'Gayle Epperson', 'Mandy Fabian', 'Anne Greenwood-Milzman', 'Margaret Hoard', 'Trula Hoosier', 'Robert Jones', 'Kyle Kennedy', 'Harry Jay Knowles', 'Bill Kreger', 'Dorothy Layne', 'J.W. McCrary', 'C.K. McFarland', 'Misty McNeely', 'Bucky Meadows', 'Terry Mross', 'Nan Norvell', 'Eric Paul', 'Scott Payne', 'Bill Polk', 'Douglas Pope', 'Virginia Pratt', 'Zane Rockenbaugh', 'Elisabeth Ryall', 'Don Stroud', 'Kalab Tye', 'Mac Williams', 'Taylor Williams', 'Christopher Woods', 'Paul Wright', 'Gwen Wunneburger', 'Ingo Neuhaus', 'Gayland Williams']",['Simon Callow'],"Merchant Ivory Productions, Film4 Productions","['Drame', 'Romance', 'Comédie', 'Mystère']",135473,"[18, 10749, 35, 9648]",https://image.tmdb.org/t/p/w500/u5DFcZR8BChuSmiXvvMWoAOV8NK.jpg,Drame,Romance,Comédie
Demain on déménage,"Charlotte n’a pas d’homme dans sa vie alors pour survivre au train-train quotidien, elle écrit des livres érotiques. Cette échappatoire lui permet d’oublier complètement la notion de désir ou d’érotisme. Elle vit heureuse dans le chaos organisé de son duplex, mais tout bascule lorsque son père meurt et sa mère fait irruption dans son appartement avec bagages, piano (elle est professeur) et élèves. Charlotte décide de laisser le premier étage à sa mère tandis qu’elle se réfugie au deuxième.",110,03-03-2004,5.8,22,1.7919,"['Sylvie Testud', 'Aurore Clément', 'Jean-Pierre Marielle', 'Natacha Régnier', 'Lucas Belvaux', 'Dominique Reymond', 'Elsa Zylberstein', 'Gilles Privat', 'Anne Coesens', 'Christian Hecq', 'Georges Siatidis', 'Lætitia Reva', 'Olivier Ythier', 'Nade Dieu']",['Chantal Akerman'],RTBF,['Comédie'],78789,[35],https://image.tmdb.org/t/p/w500/oFQIjLiLslWt8Ip054NSt2CWRtp.jpg,Comédie,-,-
La Désintégration,"Une cité dans l’agglomération Lilloise, aujourd’hui. Ali, Nasser et Hamza, âgés d’une vingtaine d’années, font la connaissance de Djamel, dix ans de plus qu'eux. Aux yeux d'Ali et ses amis, Djamel apparaît comme un aîné aux propos acérés et au charisme certain. Habile manipulateur, il endoctrine peu à peu les trois garçons, connaissant mieux que quiconque leurs déceptions, leurs failles et leurs révoltes face à une société dans laquelle ils sont nés, mais dont aucun des trois ne pense plus désormais faire partie.",78,15-02-2012,5.6,21,1.7907,"['Rashid Debbouze', 'Yassine Azzouz', 'Ymanol Perset', 'Mohamed Nachit', 'Zahra Addioui', 'Kamel Laadaili']",['Philippe Faucon'],"Istiqlal Films, CRRAV Nord-Pas-de-Calais Le Fresnoy",['Drame'],133246,[18],https://image.tmdb.org/t/p/w500/qbpuCowaODrQMVcUM3S414pfpPz.jpg,Drame,-,-
Dix Petits Indiens,Dix invités réunis sur une île apprennent qu'ils ont été condamnés à mort pour des crimes impunis.,97,31-10-1945,7.029,395,1.7897,"['Barry Fitzgerald', 'Walter Huston', 'Louis Hayward', 'Roland Young', 'June Duprez', 'Миша Ауэр', 'C. Aubrey Smith', 'Judith Anderson', 'Richard Haydn', 'Queenie Leonard', 'Harry Thurston']",['René Clair'],"Rene Clair Productions, 20th Century Fox","['Crime', 'Drame', 'Mystère']",4886,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/6UQiF5GKSv9OUilCDXCZOPsxATu.jpg,Crime,Drame,Mystère
Dig!,"L'histoire exemplaire de deux groupes de la scène indépendante américaine vue de l'intérieur : les Brian Jonestown Massacre de San Francisco et les Dandy Warhols de Portland. Unis au départ par un même esprit de révolte et de création, par une admiration réciproque, chacun va gérer à sa façon le tiraillement entre ses aspirations artistiques et sa soif de notoriété.",107,14-05-2004,6.7,66,1.789,"['Anton Newcombe', 'Courtney Taylor-Taylor', 'Joel Gion', 'Matt Hollywood', 'Peter Holmström', 'Zia McCabe', 'Brent DeBoer', 'Eric Hedford', 'Dean Taylor', 'Genesis P-Orridge', 'Adam Shore', 'David LaChapelle', 'Amanda Lepore', 'Harry Dean Stanton']",['Ondi Timoner'],Interloper Films,"['Documentaire', 'Musique']",1843,"[99, 10402]",https://image.tmdb.org/t/p/w500/lTE7ODSgIvYUBNhkSnW3qL2h4mi.jpg,Documentaire,Musique,-
Les Dix mille soleils,Non disponible,110,08-06-1967,5.75,8,1.789,"['Tibor Molnár', 'Gyöngyi Bürös', 'János Koltai', 'János Rajz', 'János Görbe', 'Sándor Siménfalvy', 'Anna Nagy', 'László Nyers', 'Péter Haumann', 'Ida Siménfalvy', 'István Széles', 'András Kozák', 'Nóra Káldi', 'Mihály Papp', 'László Ferencz', 'Kornélia Sallay', 'György Szepesi', 'István Szilágyi']",['Ferenc Kósa'],Mafilm,['Drame'],198796,[18],https://image.tmdb.org/t/p/w500/7TAy4s2JV0V5Y5FsDEgsUXDE2F9.jpg,Drame,-,-
L'Amour flou,"Romane et Philippe se séparent. Après 10 ans de vie commune, deux enfants et un chien, ils ne s’aiment plus. Enfin… ils ne sont plus amoureux. Mais ils s’aiment, quand même. Beaucoup. Trop pour se séparer vraiment ? Bref… c’est flou.  Alors, sous le regard circonspect de leur entourage, ils accouchent ensemble d’un « sépartement » : deux appartements séparés, communiquant par… la chambre de leurs enfants ! Peut-on se séparer ensemble ? Peut-on refaire sa vie, sans la défaire ?",97,10-10-2018,6.0,108,1.7886,"['Romane Bohringer', 'Philippe Rebbot', 'Rose Rebbot-Bohringer', 'Raoul Rebbot-Bohringer', 'Reda Kateb', 'Clémentine Autain', 'Pierre Berriau', 'Vincent Berger', 'Delphine Berger Cogniard', 'Astrid Bohringer', 'Lou Bohringer', 'Richard Bohringer']","['Philippe Rebbot', 'Romane Bohringer']",Escazal Films,['Comédie'],539228,[35],https://image.tmdb.org/t/p/w500/rujEQBSHKlHyzovx5L29ysbXQVN.jpg,Comédie,-,-
Les Baisers de secours,"Pour son nouveau film, un cinéaste choisit de confier le premier rôle féminin à une actrice connue. Sa femme, également comédienne, prend cette décision comme une trahison, d'autant que le scénario est largement autobiographique.",90,31-05-1989,7.2,13,1.7884,"['Brigitte Sy', 'Philippe Garrel', 'Louis Garrel', 'Anémone', 'Maurice Garrel', 'Yvette Etiévant', 'Jacques Kébadian', 'Valérie Dréville', 'Aurélien Recoing', 'Pierre Romans', 'Charlotte Clamens', 'Laurent Wennig']",['Philippe Garrel'],"Planete et Compagnie, Les Films de l'Atalante, La Sept Cinéma",['Drame'],65885,[18],https://image.tmdb.org/t/p/w500/fWQG0J7GpG0JyHwDMrgwbI0TnFu.jpg,Drame,-,-
